Date (GMT),Facebook Page,Post ID,Post Permalink,Post Type,Post Message,Tags,Reactions,Comments,Shares,Ow.ly Clicks
2017-11-18 22:07:55,Eyewatch - Whittlesea Police Service Area,283867745385161_372704889834779,https://www.facebook.com/eyewatchwhittlesea/posts/372704953168106,Photo,(Post with no description),,32,0,0,
2017-11-18 22:11:45,Eyewatch - Whittlesea Police Service Area,283867745385161_372705559834712,https://www.facebook.com/eyewatchwhittlesea/posts/372705559834712,Photo,Open for business! 🚔👮🏻‍♀️👮🏻‍♂️,,47,0,0,
2017-11-19 00:05:19,Eyewatch - Greater Shepparton Police Service Area,349554451900294_708982805957455,https://www.facebook.com/eyewatchgreatershepparton/posts/708982805957455,Photo,Always be alert to any scams. Protect your personal and banking details  - never share with anyone.,,8,0,0,
2017-11-19 01:58:51,Eyewatch - Whittlesea Police Service Area,283867745385161_372750659830202,https://www.facebook.com/eyewatchwhittlesea/posts/372750659830202,Video,(Post with no description),,13,0,0,
2017-11-19 02:00:37,Eyewatch - Whittlesea Police Service Area,283867745385161_372750989830169,https://www.facebook.com/eyewatchwhittlesea/posts/372750989830169,Link,MERNDA STATION IS OPEN! 😁,,42,1,0,
2017-11-19 03:26:52,Eyewatch - Wyndham Police Service Area,134404370080550_766615006859480,https://www.facebook.com/eyewatchwyndham/posts/766615006859480,Photo,"Ongoing commitment to ensure that all road users are safe.  Police were out early this morning conducting roadside breath testing on Princes Hwy Hoppers Crossing when a 28yo Wyndham Vale male was requested undergo a breath test. Police allege that the male, a learner driver with no accompanying driver, returned a positive reading. He was then required to undergo a test at Werribee Police Station and returned an alleged reading of 0.101 Learner drivers must be 0.00 and have a full licensed driver seated beside them. The male had his learner permit suspended and will attend court at a later date.",,44,10,3,
2017-11-19 06:30:01,Eyewatch - Greater Shepparton Police Service Area,349554451900294_709095362612866,https://www.facebook.com/eyewatchgreatershepparton/posts/709095362612866,Photo,"NOT JUST ONE BUS, WAIT THERE'S MORE.....  Seymour was not the place to be on Friday night for anyone who may have been thinking they could get away with driving whilst either drug or alchol affected.  Not only was a booze bus in town, but a drug bus was out and about as well.  Results are in from the booze bus, which saw two drivers having their vehicles impounded after being detected well and truly over the legal limit.  A 42-year-old Mordialloc man blew .113% and a man from Avenel, aged in his late 20's gave a breath test result of .124%.  They have both said goodbye to their cars for a month and will be facing court.    Another driver, a man in his 50's, again from Avenel was given a penalty notice for his breath test reading of .09% and one other was caught for not displaying ""P"" Plates.  We are still awaiting results from the drug bus.",,49,7,4,
2017-11-19 22:12:55,Eyewatch - Greater Shepparton Police Service Area,349554451900294_709363239252745,https://www.facebook.com/eyewatchgreatershepparton/posts/709363239252745,Status,GOOD NEWS.  Missing Person Rebecca Patmore has been located and is now safe.,,51,1,3,
2017-11-19 22:47:28,Eyewatch - Greater Shepparton Police Service Area,349554451900294_709373079251761,https://www.facebook.com/eyewatchgreatershepparton/posts/709373079251761,Photo,Thank you  Following our post on a Shepparton theft back on the 2/10/17.  Investigation now progressing.,,11,0,2,
2017-11-20 00:34:08,Eyewatch - Whittlesea Police Service Area,283867745385161_373125106459424,https://www.facebook.com/eyewatchwhittlesea/posts/373125106459424,Link,"With the opening of the Mernda Police Station and the addition of 45 new police members, Superintendent Tim Hansen has some updates for the community on the  policing response in the wider Whittlesea area.  Read more: http://bit.ly/2AfeExW",,29,2,0,
2017-11-20 00:38:32,Eyewatch - Frankston Police Service Area,132629380243848_877986495708129,https://www.facebook.com/eyewatchfrankston/posts/877986495708129,Photo,DO YOU HAVE ANY INFORMATION ON REBECCA?  Rebecca Dale failed to appear at the Frankston Magistrates' Court on March 28 for theft of a motor vehicle and handling stolen goods charges. Three warrants have been issued for her arrest.  She is known to frequent the Hastings and Frankston areas.  Please call Crimestoppers or the Frankston CIU Proactive Unit on 9784 5590 if you have any knowledge of her whereabouts.,,7,0,12,
2017-11-20 00:45:01,Eyewatch - Greater Shepparton Police Service Area,349554451900294_709375735918162,https://www.facebook.com/eyewatchgreatershepparton/posts/709375735918162,Photo,BENALLA SCOOTER THEFT - # UPDATE FOUND! #  This customised Havoc Storm scooter was stolen from the front yard of a Benalla residence on Friday night 17/11/17.  HAS BEEN FOUND. HOWEVER INFORMATION ABOUT THE THEFT STILL WELCOME.   Contact Senior Constable Plattfuss at Benalla Police on 57600200 or Crimestoppers www.crimestoppersvic.com.au Benalla Ensign Benalla P-12 College Benalla Rural City Council,,5,3,10,
2017-11-20 01:47:51,Eyewatch - Ballarat Police Service Area,103131960018479_574405049557832,https://www.facebook.com/eyewatchballarat/posts/574405049557832,Photo,Police are seeking assistance to identify a male pictured below regarding an incident of 'Obtain property by deception' which occurred in the Ballarat area during July 2017. If you can possibly assist Ballarat police with any information please contact Crime Stoppers on 1800 333 000 or report online at https://www.crimestoppersvic.com.au/report-a-crime/ Please refer to Ballarat Eyewatch Ref# 092/017,,7,0,22,
2017-11-20 02:43:38,Eyewatch - Cardinia Police Service Area,1755954881336663_987234118081436,https://www.facebook.com/events/987234118081436/,Event,"Are you passionate about the north of Cardinia? About keeping it’s character and safety into the future? Then we need you at our northern Community Safety Workshop, being held in Emerald.  Victoria Police are dedicated to connecting and remaining connected with our community. We want to hear from you, and we want to work with you. Tell us and learn about the patterns of crime and safety in Cardinia. Learn about the work already being done. And most importantly, come with your ideas and your commitment to do something about it. We'll work with you to keep Emerald safe as it grows.  Catering, Translators, hearing aids and a crèche – including dinner for the kids! – are all available.  Doors open at 5.30, event begins at 6pm.   Register now at the link below: https://www.eventbrite.com.au/e/cardinia-community-safety-workshops-tickets-39825194228",,11,1,0,
2017-11-20 04:15:48,Eyewatch - Frankston Police Service Area,132629380243848_878036265703152,https://www.facebook.com/eyewatchfrankston/posts/878036265703152:0,Photo,"SOMETIMES THERE IS A POLICEMAN ABOUT WHEN YOU WANT ONE  Somerville HWP had a busy time Saturday evening about 7pm after being called to a minor collision on Frankston-Dandenong Rd under Peninsula Link at Carrum Downs. Whilst attending to the collision, a young male driving a V8 Commodore ute came off the Peninsula Link exit sideways onto Frankston-Dandenong Rd whilst spinning his wheels. He was intercepted, went positive on a drug test and his ute was impounded. Whilst waiting for that tow to arrive another V8 Commodore, this one driven by a 'P' plater, exited the other Peninsula Link Off-Ramp whilst also revving his motor, spinning his wheels and coming sideways onto Frankston-Dandenong Rd towards police. He was also intercepted and his car impounded. Both male drivers will be summonsed to appear at the Frankston Magistrates' Court at a later date.    (Author: VP30339)",,252,67,13,
2017-11-20 04:28:42,Eyewatch - Frankston Police Service Area,132629380243848_878038955702883,https://www.facebook.com/eyewatchfrankston/posts/878038955702883:0,Photo,"PENINSULA LINK TOW-TRUCK COLLISION UPDATE  Somerville HWP Police today charged a 39 y.o. Frankston North man with negligently causing serious injury and other offences in relation to the collision between a car  and tow truck on Peninsula Link last Tuesday 14-Nov-2017. The man has been bailed to appear at the Melbourne Magistrates' Court on Friday the 24th of November 2017.  The victim remains in a stable condition in the Alfred Hospital, and police would like to thank all those persons who stopped to assist at the scene or have provided information.  (Author: VP30339)",,132,54,22,
2017-11-20 04:33:44,Eyewatch - Whittlesea Police Service Area,283867745385161_1475233175917314,https://www.facebook.com/events/1475233175917314/,Event,"Police in Whittlesea are hosting a public forum to gather insight and information about youth related issues affecting the community. This is an opportunity for you to share your concerns directly with local police to help create a safer, stronger Whittlesea.",,8,6,0,
2017-11-20 05:00:00,Eyewatch - Cardinia Police Service Area,1755954881336663_1913034108962072,https://www.facebook.com/eyewatchcardinia/posts/1913034108962072,Status,"Between 10:30am and 10:40am today (20 Nov 2017), a pile of hard rubbish has been set of fire on Maria Crescent near Marisa Close Close in Pakenham.   Investigators believe that the fire has been deliberately lit and are appealing for anyone with information to contact Crime Stoppers Victoria on 1800 333 000 or www.crimestoppersvic.com.au  VPS Phelps",,11,0,11,
2017-11-20 05:12:09,Eyewatch - Ballarat Police Service Area,103131960018479_574465969551740,https://www.facebook.com/eyewatchballarat/posts/574465969551740,Photo,Now there's a couple of masked offenders or are they Superhero Cops under cover? You be the judge hahahaa... A couple of pic's from the annual Cops & Kids weekend 2017. #copsnkidsballarat #challengecancer #funandgames,,70,4,4,
2017-11-20 06:20:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1511277658963794,https://www.facebook.com/eyewatchgreaterdandenong/posts/1511277658963794,Photo,"Police are appealing for information in relation to the whereabouts of Lisa-Maree NICOL.  Lisa-Maree is 30 years of age and is described as having a fair complexion, approximately 170cm tall, thin build and brown hair.  Lisa-Maree is wanted on a outstanding warrant in relation to an assault and is known to frequent the Bangholme, Mansfield, Mount Bulla and Hastings areas.  Anyone with information in relation to Lisa-Maree's whereabouts is asked to contact either Springvale Police Station on 03 8558 8600 or Crime Stoppers on 1800 333 000, alternatively you can visit www.crimestoppers.com.au to file a confidential crime report.  vp40485",,2,0,3,
2017-11-20 06:37:57,Eyewatch - Melton Police Service Area,1248280898517925_153856705341551,https://www.facebook.com/events/153856705341551/,Event,"Police in Melton and Caroline Springs are hosting two public forums to gather insight and information about safety issues affecting the community. This is an opportunity for you to share your concerns directly with local police to help create a safer, stronger City of Melton.",,20,1,0,
2017-11-20 07:03:54,Eyewatch - Wyndham Police Service Area,134404370080550_133901757313062,https://www.facebook.com/events/133901757313062/,Event,"Police in Wyndham are hosting three public forums to gather insight and information about safety issues affecting the community. This is an opportunity for you to share your concerns directly with local police to help create a safer, stronger Wyndham.",,15,0,0,
2017-11-20 07:06:49,Eyewatch - Melton Police Service Area,1248280898517925_299884060502025,https://www.facebook.com/events/299884060502025/,Event,"Police in Melton and Caroline Springs are hosting two public forums to gather insight and information about safety issues affecting the community. This is an opportunity for you to share your concerns directly with local police to help create a safer, stronger City of Melton.",,8,3,0,
2017-11-20 07:09:27,Eyewatch - Wyndham Police Service Area,134404370080550_542117252788804,https://www.facebook.com/events/542117252788804/,Event,"Police in Wyndham are hosting three public forums to gather insight and information about safety issues affecting the community. This is an opportunity for you to share your concerns directly with local police to help create a safer, stronger Wyndham.",,5,0,0,
2017-11-20 21:00:00,Eyewatch - Greater Shepparton Police Service Area,349554451900294_709463219242747,https://www.facebook.com/eyewatchgreatershepparton/posts/709463219242747,Photo,AN ATTEMPTED BREAK-IN OR  JUST BIZZARE BEHAVIOUR?  At around 11pm on the 25/09/2017 a male has entered the after hours ATM foyer of a Shepparton bank.   The barrel of a lock was removed from an access door to the bank itself.  The door and lock were damaged but no entry achieved.   Police would like to clarify the intentions of the male.  Can you identify him?    Please provide any information to First Constable Basse at Shepparton Police Station on 035820 5777.  Alternatively Crimestoppers www.crimestoppersvic.com.au,,12,2,22,
2017-11-20 22:57:26,Eyewatch - Latrobe Police Service Area,131624007022562_791390614379228,https://www.facebook.com/eyewatchlatrobe/posts/791390614379228,Status,"APPEAL FOR INFORMATION - BURGLARY AT TRARALGON SCHOOL  At approximately 11:30PM on the 14th November 2017, a burglary occurred at the Liddiard Road Primary School in Traralgon.  An ACER brand travelmate laptop and a Fuji brand digital camera were stolen during the burglary.  Anyone who saw anything suspicious or may be able to provide any information in relation to this incident, is asked to contact S/C VAN GELDEREN on 5131 5000 or Crime Stoppers on 1800 333 000 or via confidential report at www.crimestoppers.com.au",,13,2,23,
2017-11-20 23:03:03,Eyewatch - Brimbank Police Service Area,288990074502333_1565129656888362,https://www.facebook.com/eyewatchbrimbank/posts/1565129656888362,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,1,1,0,
2017-11-20 23:16:40,Eyewatch - Frankston Police Service Area,132629380243848_878421498997962,https://www.facebook.com/eyewatchfrankston/posts/878421498997962,Photo,"Police are investigating an armed robbery that occurred on the 2nd of November 2017 at approximately 7:00am at an address on Langhorne Street, Dandenong.  Investigators have released CCTV images of a male they believe may be able to assist with their enquiries. He is believed to possibly frequent the Frankston area. Please note that police believe it is the same male in all images.  Anyone who has information is urged to contact Crime Stoppers on 1800 333 000, or submit a confidential crime report at www.crimestoppers.com.au",,11,3,24,
2017-11-20 23:27:42,Eyewatch - Melton Police Service Area,1248280898517925_1729053520440658,https://www.facebook.com/eyewatchmelton/posts/1729053520440658,Video,"We're hoping to reunite stolen jewellery with the rightful owners.  If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,5,1,0,
2017-11-20 23:29:37,Eyewatch - Whittlesea Police Service Area,283867745385161_373464543092147,https://www.facebook.com/eyewatchwhittlesea/posts/373464543092147,Video,"We're hoping to reunite stolen jewellery with the rightful owners.  If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here:  http://bit.ly/2zUG4Zu",,2,0,0,
2017-11-20 23:30:12,Eyewatch - Whittlesea Police Service Area,283867745385161_373464659758802,https://www.facebook.com/eyewatchwhittlesea/posts/373464659758802,Video,"We're hoping to reunite stolen jewellery with the rightful owners.  If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,1,0,0,
2017-11-20 23:30:42,Eyewatch - Wyndham Police Service Area,134404370080550_767466853440962,https://www.facebook.com/eyewatchwyndham/posts/767466853440962,Video,"We're hoping to reunite stolen jewellery with the rightful owners.  If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,4,5,0,
2017-11-21 00:18:17,Eyewatch - Greater Shepparton Police Service Area,349554451900294_709786189210450,https://www.facebook.com/eyewatchgreatershepparton/posts/709786189210450,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,4,1,0,
2017-11-21 00:18:47,Eyewatch - Knox Police Service Area,597550253628752_1722596234457476,https://www.facebook.com/eyewatchknox/posts/1722596234457476,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,5,1,0,
2017-11-21 00:19:19,Eyewatch - Latrobe Police Service Area,131624007022562_791408401044116,https://www.facebook.com/eyewatchlatrobe/posts/791408401044116,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,4,5,0,
2017-11-21 00:19:57,Eyewatch - Geelong Police Service Area,118579511604215_1310654959063325,https://www.facebook.com/eyewatchgeelong/posts/1310654959063325,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,25,30,0,
2017-11-21 00:25:16,Eyewatch - Cardinia Police Service Area,1755954881336663_1913395848925898,https://www.facebook.com/eyewatchcardinia/posts/1913395848925898,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,4,0,0,
2017-11-21 00:26:23,Eyewatch - Frankston Police Service Area,132629380243848_878443898995722,https://www.facebook.com/eyewatchfrankston/posts/878443898995722,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,4,0,0,
2017-11-21 00:27:05,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1512241508867409,https://www.facebook.com/eyewatchgreaterdandenong/posts/1512241508867409,Video,"We're hoping to reunite stolen jewellery with the rightful owners.   If you recognise any of the listed jewellery, please email CRIMEECHOTFOIC@police.vic.gov.au with the subject heading  ‘Jewellery’.  All images of the recovered jewellery can be viewed here: http://bit.ly/2zUG4Zu",,1,0,0,
2017-11-21 00:44:58,Eyewatch - Cardinia Police Service Area,1755954881336663_138193863614987,https://www.facebook.com/events/138193863614987/,Event,"Bunyip and Cardinia’s east are growing and changing – there are new houses being built almost by the day. How do we, the local communities and Cardinia Police, work together to make sure that eastern Cardinia stays safe and friendly, even as it grows?   Victoria Police are dedicated to connecting and remaining connected with our community. We want to hear from you, and we want to work with you. Tell us and learn about the patterns of crime and safety in Cardinia. Learn about the work already being done. And most importantly, come with your ideas and your commitment to do something about it. We'll work with you to keep Bunyip safe as it grows.  Catering, Translators, hearing aids and a crèche – including dinner for the kids! – are all available.  Doors open at 5.30, event begins at 6pm.   Register now at the link below:  https://www.eventbrite.com.au/e/cardinia-community-safety-workshops-tickets-39825195231",,9,0,0,
2017-11-21 04:00:00,Eyewatch - Knox Police Service Area,597550253628752_1722619557788477,https://www.facebook.com/eyewatchknox/posts/1722619557788477,Photo,"Acting Senior Sergeant Brendan Summers met with staff from Rowville Centrelink/Medicare office last week to discuss various community issues occurring within the Rowville response zone. The impacts that drugs, crime & family violence has on clients & their families, and more generally in the community, were discussed as well as the support services both organisations can offer to assist those in need.   This local partnership at Rowville sees Victoria Police and Centrelink/Medicare working together to share intelligence & establish a good working relationship, offering support and collaboration with each other for the benefit of the community.   Centrelink/Medicare staff will be accompanying police to the next Coffee with a Cop - occurring at Gloria Jeans, Stud Park, Stud Road, Rowville, on Tuesday the 5th of December. We hope to see you there!",,21,0,2,
2017-11-21 04:07:55,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1512370665521160,https://www.facebook.com/eyewatchgreaterdandenong/posts/1512370665521160,Photo,"Today members from Greater Dandenong, Casey and Cardinia participated in the Greater Dandenong Walk Against Family Violence in order to support and raise awareness in opposing Family Violence against women and children.  It was great to see all the community band together to support this very important cause.  vp40485",,78,8,8,
2017-11-21 04:31:27,Eyewatch - Ballarat Police Service Area,103131960018479_574890739509263,https://www.facebook.com/eyewatchballarat/posts/574890739509263,Link,"Police are urging witnesses to come forward after an Alfredton crime spree in the early hours of Saturday which left many vehicles severely damaged.  “I heard the alarm go off and I got up, went outside and the next door neighbour’s back windscreen was smashed, that’s when the police were called,” He said!  You may hold a vital piece of information regarding this investigation, if you noticed anything suspicious please contact Crime Stoppers on 1800 333 000 or report online https://www.crimestoppersvic.com.au/report-a-crime/  The smallest amount of information could possibly solve a crime! See Something...Say Something!!",,5,0,7,
2017-11-21 04:41:59,Eyewatch - Whittlesea Police Service Area,283867745385161_373530159752252,https://www.facebook.com/eyewatchwhittlesea/posts/373530233085578,Photo,"Police in Whittlesea are hosting a public forum to gather insight and information about youth related issues affecting the community. This is an opportunity for you to share your concerns directly with local police to help create a safer, stronger City of Whittlesea.( which includes the suburbs of Mernda, Doreen, South Morang, Wollert, Epping North, Lalor, Epping, Thomastown, Mill Park, Bundoora, Whittlesea Township.)",,7,1,0,
2017-11-21 06:30:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1512376248853935,https://www.facebook.com/eyewatchgreaterdandenong/videos/1512376248853935/,Video,Here is a quick glimpse of the Greater Dandenong Walk Against Family Violence that our members participated in today.  It was great to see so many members of the community and support services get behind this important cause.  vp40485,,24,0,0,
2017-11-21 20:54:31,Eyewatch - Ballarat Police Service Area,103131960018479_575197846145219,https://www.facebook.com/eyewatchballarat/posts/575197846145219,Photo,"At approximately 8.00 am on 20 November 2017, Police observed a Blue Holden Statesman Sedan driving erratically on the Western Freeway, east bound between the Wallace overpass and Gordon exit.  The Statesman overtook a number of vehicles both on the right hand side and the left hand side in a dangerous manner.  At the time the vehicle was also travelling at high speeds.  Police would like to speak to any witnesses who saw this vehicle to contact Sergeant Brett ROBINSON at Ballarat North Police on 5331 2816.",,25,6,31,
2017-11-21 21:02:00,Eyewatch - Greater Shepparton Police Service Area,349554451900294_709849542537448,https://www.facebook.com/eyewatchgreatershepparton/posts/709849542537448,Photo,"FLURO PEDALS MADE FOR SPEED  KIALLA LAKES  A young cyclist is walking until we can reunite with this bike!  Found on the Kialla Lakes yesterday morning near Mokoan Drive Kialla.  Please contact the station during business hours if you know the owner, or share to help us locate.  Shepparton Police Station 03585777.",,6,1,10,
2017-11-21 21:15:52,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1513042622120631,https://www.facebook.com/eyewatchgreaterdandenong/videos/1513042622120631/,Video,"Greater Dandenong Crime Investigation Unit are investigating a burglary and theft of motor vehicle which occurred at a business on Browns Road, Noble Park at approximately 5:00am on the 17th of October 2017.  Investigators have released CCTV footage of a vehicle that they believe may be able to assist with their enquiries.  Police believe that the vehicle is a silver Holden Commodore SS, possibly a VX or VT model with a sunroof.  Anyone who has information is urged to contact Crime Stoppers on 1800 333 000 or submit a confidential crime report at www.crimestoppers.com.au",,4,3,2,
2017-11-21 22:09:33,Eyewatch - Latrobe Police Service Area,131624007022562_791840587667564,https://www.facebook.com/eyewatchlatrobe/posts/791840587667564,Photo,"***********WANTED****************  Gavin EVERTSEN - 33 y/o  On the 31st of October 2017 EVERTSEN failed to attend Latrobe Valley Magistrates Court.   He currently has 8 outstanding warrants relating to theft and driving matters.  If you have any information on Gavin's whereabouts or if Gavin would like to hand himself into Police please contact Morwell Police Station on 5131 5000, Crime Stoppers on 1800 333 000 or via confidential report at www.crimestoppers.com.au",,11,1,50,
2017-11-21 23:21:22,Eyewatch - Wyndham Police Service Area,134404370080550_767906936730287,https://www.facebook.com/eyewatchwyndham/posts/767906936730287,Photo,Call in and have a chat.  Mobile Police Facility is now set up in Station Place Werribee with our Community Safety Team here to have a chat. Come along and say G'day.,,22,2,0,
2017-11-21 23:55:06,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1513148585443368,https://www.facebook.com/eyewatchgreaterdandenong/posts/1513148585443368,Photo,"Police are currently looking for 39 year old Bunthan SOM.  Bunthan is known to frequent the Noble Park and Dandenong areas and is described as having a dark complexion, approximately 168cm tall, solid build and short brown hair.  Bunthan is wanted by police in relation to contravening a Community Corrections Order.  Anyone with information is asked to contact Springvale Police on 03 8558 8600 or Crime Stoppers on 1800 333 000.  Alternatively you can file a confidential crime report at www.crimestoppers.com.au",,9,0,7,
2017-11-22 00:35:59,Eyewatch - Knox Police Service Area,597550253628752_1723586457691787,https://www.facebook.com/eyewatchknox/posts/1723586457691787,Link,Do you know this man? Any information to Crime Stoppers 1800 333 000,,9,0,0,
2017-11-22 01:54:50,Eyewatch - Cardinia Police Service Area,1755954881336663_129415494413834,https://www.facebook.com/events/129415494413834/,Event,"It’s Pakenham’s turn for this series of community safety forums! If you’re active in the community and believe in Pakenham as a great place to live, Cardinia Police want you to come and help us keep it that way.    Victoria Police are dedicated to connecting and remaining connected with our community. We want to hear from you, and we want to work with you. Tell us and learn about the patterns of crime and safety in Cardinia. Learn about the work already being done. And most importantly, come with your ideas and your commitment to do something about it. We'll work with you to keep Pakenham safe as it grows.  Catering, Translators, hearing aids and a crèche – including dinner for the kids! – are all available.   Doors open at 1.45, event begins at 2.15pm.  Register now by clicking into the link below:  https://www.eventbrite.com.au/e/cardinia-community-safety-workshops-tickets-39825196234",,13,0,0,
2017-11-22 02:07:52,Eyewatch - Geelong Police Service Area,118579511604215_1311627212299433,https://www.facebook.com/eyewatchgeelong/posts/1311627212299433,Photo,(Post with no description),,32,1,0,
2017-11-22 02:10:08,Eyewatch - Melton Police Service Area,1248280898517925_1730283530317657,https://www.facebook.com/eyewatchmelton/posts/1730283530317657,Photo,"BE READY FOR THE SUMMER FIRE SEASON TOOLERN VALE COMMUNITY INFORMATION SESSION Wednesday 6 December 2017 7.00PM-8.30PM  Get ready for summer and learn how to stay safe.  Chat to the CFA, Victoria Police , Red Cross, Council and the Department of Health & Human Services at this community information session session.  Learn how to plan ahead, when to leave and where to go to stay safe should there be a fire this summer.  WHEN. Wednesday 06 December 2017 at 7.00PM - 8.30PM.  LOCATION;  Toolern Vale Hall, Diggers Rest-Coimadai Rd, Toolern Vale 3337",,13,1,3,
2017-11-22 02:50:24,Eyewatch - Whittlesea Police Service Area,283867745385161_373846883053913,https://www.facebook.com/eyewatchwhittlesea/posts/373846883053913,Video,White Ribbon Day November 25,,3,0,0,
2017-11-22 03:30:00,Eyewatch - Greater Dandenong Police Service Area,1091322447625986_1513253978766162,https://www.facebook.com/eyewatchgreaterdandenong/posts/1513253978766162,Photo,Dandenong Police are investigating an incident where 5 unknown males attended a family home in Dandenong and assaulted a male in front of his wife and children on Tuesday the 5th of September 2017.  As a result the victim received injuries to his head.  Police have released an image of two males who they believe will be able to assist with their enquiries.  Anyone who has any information in relation to the incident or the identity of the pictured males is asked to please contact Crime Stoppers on 1800 333 000 or file a confidential crime report at www.crimestoppers.com.au  vp40485,,13,5,65,
2017-11-22 03:59:31,Eyewatch - Geelong Police Service Area,118579511604215_1311682975627190,https://www.facebook.com/eyewatchgeelong/posts/1311682975627190,Photo,"ASSAULT DURING TOAST THE COAST  On 04-NOV-2017 complainant was at Terindah Estate, Bellarine (Winery) attending a Toast the Coast event.  At approximately  2.45 pm the female victim received a phone call so she walked away from event to escape the noise about 200 metres into vineyard.  Victim was followed by an unknown male who approached her and began asking her questions whilst she was on the phone. Male then kissed her on lips without warning or permission. Complainant pushed him away and said 'No, stop.'  The male has then picked up a pine cone or rock and struck the complainant on the forehead with it before running off back towards the main event area. Male was not sighted again by the victim.  Male described, Caucasian, late 20's - early 30's, brown hair, clean shaven, thin build, white shirt, black slacks.  Any information to Detective Senior Constable Glenn BENSTED – Geelong SOCIT on 52468100 or Crime Stoppers on 1800 333 000.",,73,90,167,
2017-11-22 04:20:40,Eyewatch - Greater Shepparton Police Service Area,349554451900294_710220545833681,https://www.facebook.com/eyewatchgreatershepparton/posts/710220595833676,Photo,(Post with no description),,10,0,2,
2017-11-22 04:30:01,Eyewatch - Knox Police Service Area,597550253628752_1723526621031104,https://www.facebook.com/eyewatchknox/posts/1723526621031104,Link,"Communities that Care Knox, for which Knox Police Service Area is a partnership organisation, has been selected as a finalist in the VicHealth Awards for Preventing Harm from Alcohol – for its Reducing Youth Alcohol Related Harm though the Smart Generations Program.  Winners will be announced on 5th December. For more information on this great initiative, please visit the website;  http://www.each.com.au/ctcknox/priorities-programs-and-evidence/reports-projects/",,11,0,4,
2017-11-22 04:58:43,Eyewatch - Latrobe Police Service Area,131624007022562_791936914324598,https://www.facebook.com/eyewatchlatrobe/posts/791936914324598,Link,"********************MISSING******************  Police are appealing for public assistance to help locate missing 14-year-old boy David Stallion.  David was last seen at his home address in Traralgon on 25 October.  Investigators believe David may be frequenting the Traralgon and Morwell areas.  Police and family have concerns for his welfare due to his age and the length of time he has been missing.  David is described as Caucasian in appearance, with brown hair, brown eyes, slim build and 165cm tall.  Police have released an image of David in the hope someone recognises him and can provide information regarding his current whereabouts.  Anyone with information about David is asked to contact the Traralgon Police Station on 5172 2700.",,11,6,31,
2017-11-22 06:21:49,Eyewatch - Cardinia Police Service Area,1755954881336663_1913946918870791,https://www.facebook.com/eyewatchcardinia/posts/1913946918870791,Link,An advice warning has been issued but there is no threat to communities at this stage.  Please monitor the Vic Emergency website and app to be kept updated with any new information and warnings.  VPS Phelps,,21,8,0,
